icpsr_study_number,n_articles,max_detection_score,mean_detection_score,title,doi,snippet
6588,2,52.0,52.0,"Universe of Private Schools, 1976-1980: [United States]",https://doi.org/10.3886/icpsr06588.v1,"Universe of Private Schools, 1976-1980:  [United States]
Skip to Main Content
Help
Search
Site Content
Data
Log In
Find Data
Find Data
Search & Compare Variables
Data-related Publications
Data Collections & Projects
Share & Manage Data
Share & Manage Data Overview
Preparing for Deposit
Deposit Your Data
Data Management Plans & Grant Support
Support & Resources
Membership
Member Overview
Member Institutions List
Become a Member
Managing Your Membership
Promoting ICPSR
Summer Program
Summer Program Home
Program Overview
Courses
Registration & Fees
Scholarships
Travel & Lodging
Testimonials
Giving
FAQs
Teaching & Learning
Overview
Find & Use Data
Teach with Data
Build Your Data Skills
Additional Resources
About ICPSR
About ICPSR
History
People
News & Events
Policies & Certifications
Repository Operations
Sponsors & Research Projects
Governance
Careers
Contact Us
Institute for Social Research
Giving
Universe of Private Schools, 1976-1980:  [United States]     (ICPSR 6588)
Version Date:
Sep 18, 2000
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
United States Department of Education."
6661,2,49.0,49.0,"Eurobarometer 43.0 and 43.1: Drug Abuse and AIDS, March-May 1995",https://doi.org/10.3886/icpsr06661,"Eurobarometer 43.0 and 43.1:  Drug Abuse and AIDS, March-May 1995
Skip to Main Content
Help
Search
Site Content
Data
Log In
Find Data
Find Data
Search & Compare Variables
Data-related Publications
Data Collections & Projects
Share & Manage Data
Share & Manage Data Overview
Preparing for Deposit
Deposit Your Data
Data Management Plans & Grant Support
Support & Resources
Membership
Member Overview
Member Institutions List
Become a Member
Managing Your Membership
Promoting ICPSR
Summer Program
Summer Program Home
Program Overview
Courses
Registration & Fees
Scholarships
Travel & Lodging
Testimonials
Giving
FAQs
Teaching & Learning
Overview
Find & Use Data
Teach with Data
Build Your Data Skills
Additional Resources
About ICPSR
About ICPSR
History
People
News & Events
Policies & Certifications
Repository Operations
Sponsors & Research Projects
Governance
Careers
Contact Us
Institute for Social Research
Giving
Eurobarometer 43.0 and 43.1:  Drug Abuse and AIDS, March-May 1995      (ICPSR 6661)
Version Date:
Dec 7, 1998
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Reif, Karlheinz, and Marlier, Eric."
6667,1,60.0,60.0,"Small Business Benefits Study, Wave 2 (SBBS 2), 1992-1993: [Selected Metropolitan Counties in the United States]",https://doi.org/10.3886/icpsr06667,"Small Business Benefits Study, Wave 2 (SBBS 2), 1992-1993:  [Selected Metropolitan Counties in the United States]
Skip to Main Content
Find Data
Deposit Data
About
Help
Subscribe
Small Business Benefits Study, Wave 2 (SBBS 2), 1992-1993:  [Selected Metropolitan Counties in the United States] (ICPSR 6667)
Version Date:
Feb 14, 2024
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
McLaughlin, Catherine G."
6695,2,51.0,51.0,"Polity III: Regime Type and Political Authority, 1800-1994",https://doi.org/10.3886/icpsr06695.v2,"Polity III:  Regime Type and Political Authority, 1800-1994
Skip to Main Content
Help
Search
Site Content
Data
Log In
Find Data
Find Data
Search & Compare Variables
Data-related Publications
Data Collections & Projects
Share & Manage Data
Share & Manage Data Overview
Preparing for Deposit
Deposit Your Data
Data Management Plans & Grant Support
Support & Resources
Membership
Member Overview
Member Institutions List
Become a Member
Managing Your Membership
Promoting ICPSR
Summer Program
Summer Program Home
Program Overview
Courses
Registration & Fees
Scholarships
Travel & Lodging
Testimonials
Giving
FAQs
Teaching & Learning
Overview
Find & Use Data
Teach with Data
Build Your Data Skills
Additional Resources
About ICPSR
About ICPSR
History
People
News & Events
Policies & Certifications
Repository Operations
Sponsors & Research Projects
Governance
Careers
Contact Us
Institute for Social Research
Giving
Polity III:  Regime Type and Political Authority, 1800-1994   (ICPSR 6695)
Version Date:
Nov 21, 1996
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Jaggers, Keith, and Gurr, Ted Robert."
6699,2,50.0,50.0,"Middle East Political Events Data, 1979-1995",https://doi.org/10.3886/icpsr06699.v1,"Middle East Political Events Data, 1979-1995
Skip to Main Content
Help
Search
Site Content
Data
Log In
Find Data
Find Data
Search & Compare Variables
Data-related Publications
Data Collections & Projects
Share & Manage Data
Share & Manage Data Overview
Preparing for Deposit
Deposit Your Data
Data Management Plans & Grant Support
Support & Resources
Membership
Member Overview
Member Institutions List
Become a Member
Managing Your Membership
Promoting ICPSR
Summer Program
Summer Program Home
Program Overview
Courses
Registration & Fees
Scholarships
Travel & Lodging
Testimonials
Giving
FAQs
Teaching & Learning
Overview
Find & Use Data
Teach with Data
Build Your Data Skills
Additional Resources
About ICPSR
About ICPSR
History
People
News & Events
Policies & Certifications
Repository Operations
Sponsors & Research Projects
Governance
Careers
Contact Us
Institute for Social Research
Giving
Middle East Political Events Data, 1979-1995 (ICPSR 6699)
Version Date:
Jan 12, 2006
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Pevehouse, Jon."
6718,2,47.0,47.0,"National Survey of Self-Care and Aging: Baseline, 1990-1991",https://doi.org/10.3886/icpsr06718,"National Survey of Self-Care and Aging: Baseline, 1990-1991
Skip to Main Content
Search
Site Content
Data
Home
Search Data
Search Holdings
Data
Series
SDA (Online Analysis)
Publications
Restricted Data
Deposit Data
Deposit
Depositor Checklist
Acquisitions Policy
Share Using NACDA-OAR
About
Overview
Newsletters and Announcements
Podcasts and Webinars
Help
More Data Resources
Longitudinal Data Resources
NACDA Colectica Portal
Accessing Restricted Data
NSHAP
MIDUS
NHATS and HRS
National Survey of Self-Care and Aging: Baseline, 1990-1991 (ICPSR 6718)
Version Date:
Jun 22, 2006
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
DeFriese, Gordon H., and Norburn, Jean E."
6731,2,49.0,49.0,"Panel Study of Political Values in the Former Soviet Union, 1990-1992",https://doi.org/10.3886/icpsr06731,"Panel Study of Political Values in the Former Soviet Union, 1990-1992
Skip to Main Content
Help
Search
Site Content
Data
Log In
Find Data
Find Data
Search & Compare Variables
Data-related Publications
Data Collections & Projects
Share & Manage Data
Share & Manage Data Overview
Preparing for Deposit
Deposit Your Data
Data Management Plans & Grant Support
Support & Resources
Membership
Member Overview
Member Institutions List
Become a Member
Managing Your Membership
Promoting ICPSR
Summer Program
Summer Program Home
Program Overview
Courses
Registration & Fees
Scholarships
Travel & Lodging
Testimonials
Giving
FAQs
Teaching & Learning
Overview
Find & Use Data
Teach with Data
Build Your Data Skills
Additional Resources
About ICPSR
About ICPSR
History
People
News & Events
Policies & Certifications
Repository Operations
Sponsors & Research Projects
Governance
Careers
Contact Us
Institute for Social Research
Giving
Panel Study of Political Values in the Former Soviet Union, 1990-1992 (ICPSR 6731)
Version Date:
Nov 19, 1999
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Gibson, James L., and Duch, Raymond M."
6752,2,64.0,64.0,"Eurobarometer 44.3: Health Care Issues and Public Security, February-April 1996",https://doi.org/10.3886/icpsr06752.v1,"Eurobarometer 44.3:  Health Care Issues and Public Security, February-April 1996
Skip to Main Content
Help
Search
Site Content
Data
Log In
Find Data
Find Data
Search & Compare Variables
Data-related Publications
Data Collections & Projects
Share & Manage Data
Share & Manage Data Overview
Preparing for Deposit
Deposit Your Data
Data Management Plans & Grant Support
Support & Resources
Membership
Member Overview
Member Institutions List
Become a Member
Managing Your Membership
Promoting ICPSR
Summer Program
Summer Program Home
Program Overview
Courses
Registration & Fees
Scholarships
Travel & Lodging
Testimonials
Giving
FAQs
Teaching & Learning
Overview
Find & Use Data
Teach with Data
Build Your Data Skills
Additional Resources
About ICPSR
About ICPSR
History
People
News & Events
Policies & Certifications
Repository Operations
Sponsors & Research Projects
Governance
Careers
Contact Us
Institute for Social Research
Giving
Eurobarometer 44.3:  Health Care Issues and Public Security, February-April 1996     (ICPSR 6752)
Version Date:
May 29, 2002
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Reif, Karlheinz, and Marlier, Eric."
6754,2,50.0,50.0,"Uniform Crime Reports [United States]: Supplementary Homicide Reports, 1976-1994",https://doi.org/10.3886/icpsr06754,"Uniform Crime Reports [United States]:  Supplementary Homicide Reports, 1976-1994
Skip to Main Content
Discover Data
Discover Data
Discover Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
Share Data
Share Data
Share Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
About
About
About NACJD
Our Team
Announcements
Sponsors
Contact
Resources
Resources
Resources
Learning and
Data Guides
Restricted Data
Resources
Restricted Data at NACJD
Restricted Data Access
Application Requirements
Sample Forms
Analyze Data Online
Help
Search our data and website
Search
Search our data and website
Search
Uniform Crime Reports [United States]:  Supplementary Homicide Reports, 1976-1994 (ICPSR 6754)
Version Date:
Jan 18, 2006
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Fox, James Alan."
6785,2,52.0,52.0,"National Prosecutors Survey, 1994",https://doi.org/10.3886/icpsr06785.v1,"National Prosecutors Survey, 1994
Skip to Main Content
Discover Data
Discover Data
Discover Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
Share Data
Share Data
Share Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
About
About
About NACJD
Our Team
Announcements
Sponsors
Contact
Resources
Resources
Resources
Learning and
Data Guides
Restricted Data
Resources
Restricted Data at NACJD
Restricted Data Access
Application Requirements
Sample Forms
Analyze Data Online
Help
Search our data and website
Search
Search our data and website
Search
National Prosecutors Survey, 1994 (ICPSR 6785)
Version Date:
Nov 4, 2005
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
United States Department of Justice."
6838,2,49.0,49.0,"Alameda County [California] Health and Ways of Living Study, 1974 Panel",https://doi.org/10.3886/icpsr06838.v2,"Alameda County [California] Health and Ways of Living Study, 1974 Panel
Skip to Main Content
Search
Site Content
Data
Home
Search Data
Search Holdings
Data
Series
SDA (Online Analysis)
Publications
Restricted Data
Deposit Data
Deposit
Depositor Checklist
Acquisitions Policy
Share Using NACDA-OAR
About
Overview
Newsletters and Announcements
Podcasts and Webinars
Help
More Data Resources
Longitudinal Data Resources
NACDA Colectica Portal
Accessing Restricted Data
NSHAP
MIDUS
NHATS and HRS
Alameda County [California] Health and Ways of Living Study, 1974 Panel (ICPSR 6838)
Version Date:
Jan 31, 2008
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Kaplan, George A."
6858,1,6.0,6.0,"Trends in Substance Abuse and Treatment Needs Among Inmates in the United States, 1996-1997",https://doi.org/10.3886/icpsr03714.v1,"This data collection consists of the SPSS syntax used to recode existing variables and create new variables from the SURVEY OF INMATES OF LOCAL JAILS, 1996 [ICPSR 6858] and the SURVEY OF INMATES IN STATE AND FEDERAL CORRECTIONAL FACILITIES, 1997 [ICPSR 2598]."
6866,2,58.0,58.0,"Knowledge, Attitudes, and Practice of Contraception in Taiwan: Fifth Province-Wide Fertility Survey (KAP V), 1979",https://doi.org/10.3886/icpsr06866.v1,"Knowledge, Attitudes, and Practice of Contraception in Taiwan: Fifth Province-Wide Fertility Survey (KAP V), 1979
Skip to Main Content
Help
Search
Site Content
Data
Log In
Find Data
Find Data
Search & Compare Variables
Data-related Publications
Data Collections & Projects
Share & Manage Data
Share & Manage Data Overview
Preparing for Deposit
Deposit Your Data
Data Management Plans & Grant Support
Support & Resources
Membership
Member Overview
Member Institutions List
Become a Member
Managing Your Membership
Promoting ICPSR
Summer Program
Summer Program Home
Program Overview
Courses
Registration & Fees
Scholarships
Travel & Lodging
Testimonials
Giving
FAQs
Teaching & Learning
Overview
Find & Use Data
Teach with Data
Build Your Data Skills
Additional Resources
About ICPSR
About ICPSR
History
People
News & Events
Policies & Certifications
Repository Operations
Sponsors & Research Projects
Governance
Careers
Contact Us
Institute for Social Research
Giving
Knowledge, Attitudes, and Practice of Contraception in Taiwan: Fifth Province-Wide Fertility Survey (KAP V), 1979 (ICPSR 6866)
Version Date:
Mar 7, 2002
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Sun, Te-Hsiung, and Chang, Ming-Cheng."
6896,1,56.0,56.0,ANES 1996 Time Series Study,https://doi.org/10.3886/icpsr06896,"ANES 1996 Time Series Study
Skip to Main Content
Help
Search
Site Content
Data
Log In
Find Data
Find Data
Search & Compare Variables
Data-related Publications
Data Collections & Projects
Share & Manage Data
Share & Manage Data Overview
Preparing for Deposit
Deposit Your Data
Data Management Plans & Grant Support
Support & Resources
Membership
Member Overview
Member Institutions List
Become a Member
Managing Your Membership
Promoting ICPSR
Summer Program
Summer Program Home
Program Overview
Courses
Registration & Fees
Scholarships
Travel & Lodging
Testimonials
Giving
FAQs
Teaching & Learning
Overview
Find & Use Data
Teach with Data
Build Your Data Skills
Additional Resources
About ICPSR
About ICPSR
History
People
News & Events
Policies & Certifications
Repository Operations
Sponsors & Research Projects
Governance
Careers
Contact Us
Institute for Social Research
Giving
ANES 1996 Time Series Study (ICPSR 6896)
Version Date:
Sep 20, 2016
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Rosenstone, Steven J., Kinder, Donald R., Miller, Warren E., and National Election Studies."
